ID,Category
این روستا در دهستان سغدر قرار دارد و براساس سرشماری مرکز آمار ایران در سال ۱۳۸۵، جمعیت آن ۷۵ نفر (۲۳خانوار) بوده‌است.,Persian
وی همچنین در تیم ملی فوتبال ایالات متحده آمریکا بازی کرده‌است.,Persian
در مراحل اولیه برخی از بیماران ممکن است از احساس فشار در اطراف دندان‌ها شکایت کنند. سه نشانه اصلی این بیماری شامل:علائم و نشانه‌های دیگری نیز ممکن است وجود داشته باشد، اما این علایم حتمی نیست:,Persian
"برای یک واکنش عمومیکه در آن
به
و
تجزیه می‌شود. ثابت تفکیک به صورت زیر تعریف می‌شود.[۱][۲]",Persian
جوانی که بازرس بیمه است، مأمور کشف مقداری جواهر به سرقت رفته می‌شود.,Persian
گامبی وزیر از قدیمی‌ترین گشایش‌ها در تاریخ شطرنج به‌شمار می‌رود و امروزه نیز در بین استادان بزرگ شطرنج رایج است. به مهره وزیر در بازیهای بین‌المللی queen می‌گویند. گامبی به گشایش‌هایی گفته می‌شود که در آن یکی از بازیکنان، معمولاً سفید، یکی از مهره‌های خود، معمولاً پیاده، را در خطر نابودی قرار می‌دهد تا در مقابل موقعیت بهتری به دست آورد.[۲] در این گشایش بازی به نظر می‌رسد که سفید پیادهٔ c خود را قربانی می‌کند.[۱]در سال ۱۹۸۳ رمان گامبی وزیر توسط والتر تویس منتشر شد. در سال ۲۰۲۰ نیز مینی سریالی هفت قسمتی به نام گامبی وزیر (مینی سریال) توسط نتفلیکس با اقتباس از این کتاب ساخته شد.[۳],Persian
شهرهای سان فرانسیسکو، لس آنجلس، باری (ایتالیا)، مار دل پلاتا، کاستل سان جیورجیو، لنی (مسینا) و مارینو، لاتسیو خواهرخوانده‌های ایسکیا هستند.,Persian
شهرهای رادفورموال و اوری، اسون خواهرخوانده‌های نوو تارگ هستند.,Persian
میراث فرهنگی بشر، مملو از مظاهر متنوع مقاومت است، توان هر مقاومت به میزانی است که آن مقاومت با اقبال جامعه روبرو می‌شود[۴] و می‌تواند اهدافش را محقق کند، چالش‌هایش را به‌خوبی بتواند بشناسد و هشیاری کافی و توان سازماندهی داشته باشد، رهبری مؤمن به مقاومتی را داشته باشد که بتواند از انرژی‌ها به‌خوبی استفاده کند.[۵]در میثاقهای جهانی به ویژه در میثاقهای سازمان ملل متحد هیچ قانونی وجود ندارد که بر اساس آن حق دفاع از خود را از گروه یا افراد سلب کند، بلکه برعکس سازمان ملل متحد تأکید کرده‌است که تمامی مردم حق دارند تا آزادی کامل داشته باشند و مسیر زندگی شان را خود تعیین کنند، با استعمار قدیم و جدید، استعمار کهنه و نو بجنگند[۶][۷],Persian
هزاران نفر از مردم خشمگین شهر مهاباد در واکنش به مرگ فریناز خسروانی در جلوی هتل تارا تجمع کرده و دست به اعتراض زدند.[۲] آن‌ها اشیایی به سمت پنجره‌های هتل پرتاب کرده و هتل تارا را به آتش کشیدند. نیروهای امنیتی نیز جهت محافظت از مدیر هتل، او را با خود بردند. نیروهای امنیتی و یگان ضدشورش با واکنش خشن سعی در متفرق و مجروح کردن معترضان کردند. برای متفرق کردن معترضان از گاز اشک آور نیز استفاده شده‌است[۳]وزیر کشور ایران (عبدالرضا رحمانی فضلی) در تاریخ ۲۱ اردیبهشت ۱۳۹۴ گفت که در جریان این حادثه ۲۱ نفر از عوامل انتظامی «زخمی شدند اما هیچ اقدامی نکردند.» این در حالیست که سه روز پیش از این سخنان وزیر کشور، علیرضا رادفر، معاون سیاسی امنیتی استانداری آذربایجان غربی گفته بود که در پی ناآرامی‌ها در شهر مهاباد، ۲۵ نفر مجروح شده‌اند که از این تعداد هفت نفر پلیس بوده‌اند.[۴],Persian
از باشگاه‌هایی که در آن بازی کرده‌است می‌توان به باشگاه فوتبال جف یونایتد ایچیهارا چیبا اشاره کرد.,Persian
این روستا در دهستان پیرسهراب قرار دارد و بر اساس سرشماری مرکز آمار ایران در سال ۱۳۸۵، جمعیت آن ۴۱۴ نفر (۸۸خانوار) بوده‌است.,Persian
این روستا در دهستان راز قرار دارد و براساس سرشماری مرکز آمار ایران در سال ۱۳۸۵، جمعیت آن ۹۱ نفر (۲۱خانوار) بوده‌است.,Persian
این روستا در دهستان بیجنوند قرار دارد و براساس سرشماری مرکز آمار ایران در سال ۱۳۸۵، جمعیت آن ۱۶۵ نفر (۳۳خانوار) بوده‌است.,Persian
بازیکنانی که قبل یا بعد از حضور در اینتر، برای ایتالیا بازی کرده‌اند در لیست قرار ندارند. همچنین بازیکنانی که به اردوی تیم ملی فراخوانده شده‌اند اما در هیچ مسابقه‌ای به میدان نرفته‌اند نیز ذکر نشده‌اند.,Persian
از فیلم‌ها یا برنامه‌های تلویزیونی که وی در آن نقش داشته است می‌توان به دکتر مابوزه: قمارباز، سرنوشت، شعله اشاره کرد.,Persian
موقعیت جغرافیایی شهرها و مناطق اطراف به شرح زیر است:,Persian
بازی‌های تیم ایکو همیشه دارای شخصیت‌های کم، اما بسیار به یادماندنی، داستانی کوتاه اما قوی و جوی فوق‌العاده همراه بوده‌است. از نقات قوت دیگر می‌توان به موسیقی متن بازی، زبان‌های گفتاری ساختگی، اثر سایه‌زن، رندرینگ دامنه دینامیک بالا، سبک هنری خاص و انیمیشن قوی اشاره کرد. بازی‌های تیم ایکو اغلب به عنوان نمونه‌ای از هنر در دنیای بازی‌های ویدئویی بشمار می‌روند.,Persian
کاستلینو دل بیفرنو ۱۵٫۴ کیلومترمربع مساحت و ۵۷۵ نفر جمعیت دارد و ۴۵۰ متر بالاتر از سطح دریا واقع شده‌است.,Persian
قدر مطلق سیارک برابر ۱۰٫۴۰ است.[۳],Persian
محمود امجد پس از انتخابات ریاست جمهوری ایران (۱۳۸۸) در اعتراض به سرکوب مردم معترض، درس اخلاق خود را در تهران تعطیل کرد و از ایران خارج و در مالزی ساکن شد. او دربارهٔ خروجش از ایران گفت: «من به نشانه اعتراض به وضع موجود از ایران خارج شده‌ام و تا زمانی که ظلم در ایران پابرجاست به ایران بازنخواهم گشت.»[۴۴] وی سپس به ایران بازگشت و در رمضان/مرداد ۱۳۹۲ در تهران مراسم ایام رمضان را برقرار داشت.[۴۵]اکبر هاشمی رفسنجانی رئیس مجلس خبرگان رهبری در نماز جمعه ۲۶ تیر ۱۳۸۸ با تأکید بر اینکه گروه زیادی از مردم نسبت به نتایج انتخابات تردید دارند گفت: باید راهی برای نجات از این وضعیت پیدا شود. وی خواهان آزادی دستگیرشدگان و همدردی با خانواده‌های کشته‌شدگان انتخابات شد. رفسنجانی همچنین گفت: «همه ما باید با خانواده کشته‌شدگان اخیر ابراز همدردی کنیم».[۶۲],Persian
قدر مطلق سیارک برابر ۱۴٫۲۰ است.[۳],Persian
او همچنین کاپیتان منچسترسیتی بود.در هفته سوم لیگ جزیره فصل 2019/20 سیلوا با قرارگرفتن در ترکیب منچسترسیتی به رکورد 400 بازی در رقابت های مختلف با پیراهن منچسترسیتی رسید.سیلوا در سال 2010 و 2012 در آستانه انتقال به رئال مادرید قرار داشت اما این انتقال حاصل نشد.در بازی خداحافظی وینسنت کمپانی که در ماه سپتامبر 2019 برگزار شد،سیلوا در ترکیب ستارگان سیتی که در مقابل ستارگان لیگ جزیره بازی می کردند،حضور داشت.از باشگاه هایی که داوید سیلوا در آنها بازی کرده می توان به باشگاه فوتبال والنسیا بی ، باشگاه فوتبال والنسیا ، باشگاه فوتبال ایبار ، باشگاه فوتبال سلتاویگو و باشگاه فوتبال منچستر سیتی اشاره کرد.,Persian
کتاب وی تحت عنوان تاریخ جندی‌شاپور در سومین دورهٔ جایزهٔ کتاب سال اسان خوزستان از میان ۳۰۰ کتاب ارائه‌شده، موفق به کسب عنوان کتاب برگزیدهٔ سال خوزستان در بخش علوم اجتماعی و تاریخ شد[۲] و کتاب دیگرش، تاریخ تحولات سیاسی ساسانیان نیز در حوزهٔ تاریخ، جغرافیا و باستان‌شناسی، جایزه و نشان دهخدا را دریافت کرد.جلیلیان در حوزهٔ تاریخ ایران باستان، به‌ویژه تاریخ ساسانیان پژوهش و تدریس می‌کند. وی از مهرماه ۱۳۹۹، با سمت «ریاست دانشکده‌ی ادبیات و علوم انسانی دانشگاه شهید چمران اهواز» در حال فعالیت می‌باشد.,Persian
ساموئل الیاس دو کارمو سوارز در تیم‌های فوتبال اتلتیکو مینیرو سابقهٔ حضور دارد.,Persian
فرانتس ارنست هانری، ملقب به فرانتس توسن دوران کودکی خود را در آلبی و نوجوانی را در لیون گذراند. او حرفه ادبی خود را در سال ۱۹۱۰ پس از استقرار در پاریس آغاز کرد و با چهره‌هایی نظیر آمبرواز ولار، ژان ژورس و ژان ژیرودو طرح دوستی ریخت. او علاوه بر نویسندگی، مترجم چند اثر ادبی کلاسیک از زبان‌های عربی، فارسی، سانسکریت و ژاپنی بود.فرانتس توسن چند سناریو و مجموعه شعر با مضامین شرقی نیز در کارنامهٔ خود دارد. او در خلق بیشتر آثار ادبی خود از خیام و سعدی تأثیر زیادی پذیرفته‌است.[۱],Persian
لیوری ۲٫۶ کیلومترمربع مساحت و ۱٬۷۲۵ نفر جمعیت دارد.,Persian
پس از درست کردن پنیر آن را نمک می‌زنند و داخل محلول آب نمک یا خود آب پنیر به مدت سه تا چند ماه نگهداری می‌کنند. اگر پنیر فتا خارج از آب نمک نگهداری شود، سفت می‌شود. پنیر فتا سفید رنگ است و میزان نمک این پنیر شور یا متوسط می‌باشد.[۳],Persian
این فیلم لژیون خارجی فرانسه در طول جنگ جهانی دوم نشان می‌دهد.این بازسازی یک فیلم جنگی آمریکایی سال ۱۹۷۰ بنام قهرمانان کلی است.[۳],Persian
مایلیو ۸۱ نفر جمعیت دارد.,Persian
قدر مطلق سیارک برابر ۳۳.۸ است.[۳],Persian
این روستا در دهستان گاورود قرار دارد و براساس سرشماری مرکز آمار ایران در سال ۱۳۸۵، جمعیت آن ۱٬۳۶۵ نفر (۳۲۶خانوار) بوده‌است.,Persian
بر پایه سرشماری عمومی نفوس و مسکن در سال ۱۳۹۵ جمعیت این روستا ۲۶ نفر (۴خانوار) بوده‌است.[۱],Persian
"Wikipedia contributors, ""List of popes,"" Wikipedia, The Free Encyclopedia, http://en.wikipedia.org/w/index.php?title=List_of_popes&oldid=268921163 (accessed February 9, 2009).",Persian
در مقابل میکروفوم، ماکروفوم (به انگلیسی: Macrofoam) قرار داد که دارای حباب مشخصه بزرگ است و معمولاً برای کاپوچینو (خشک) استفاده می‌شود.مشارکت‌کنندگان ویکی‌پدیا. «Microfoam». در دانشنامهٔ ویکی‌پدیای انگلیسی، بازبینی‌شده در ۱۳ اوت ۲۰۲۰.,Persian
الگو:آریستوکراسی (طبقه)-خرد,Persian
"Wikipedia contributors, ""List of Messier objects,"" Wikipedia, The Free Encyclopedia, http://en.wikipedia.org/w/index.php?title=List_of_Messier_objects&oldid=268876608 (accessed February 9, 2009).",Persian
مشارکت‌کنندگان ویکی‌پدیا. «水戸線». در دانشنامهٔ ویکی‌پدیای ژاپنی، بازبینی‌شده در ۲۰۱۱-۳-۴.,Persian
ناحیه الصلیف ۲٬۴۶۵ نفر جمعیت دارد.,Persian
وی در سال ۱۹۴۷ میلادی، برندهٔ جایزه اسکار بهترین ترانه شد.او همسر سوم «جنیس پیج» بود و دخترش «جون گیلبرت» نیز یک هنرپیشه و خواننده است.,Persian
زیگبرت پسر کلوتار یکم، پادشاه فرانک‌ها بود. او پس از مرگ پدرش در ۵۶۱ و تقسیم قلمرو او بین پسرانش شاریبرت، گونترام، زیگبرت و شیلپریک به پادشاهی رنس رسید.[۲] همچنین بخش‌هایی از قلمرو برادر بزرگترش شاریبرت یکم، پادشاه پاریس نیز پس از مرگ او در ۵۶۷ یا ۵۶۸ به قلمرو زیگبرت افزوده شد.[۱] با وجود این برادر ناتنیش شیلپریک یکم که پس از مرگ پدرشان، فقیرترین ناحیه از سرزمین فرانک‌ها یعنی پادشاهی سوآسون را به ارث برده بود، پس از مرگ شاریبرت بهترین بخش از سرزمین‌های او را به قلمرو خود افزود که این قسمت بعدتر تشکیل‌دهندهٔ بخش بزرگی از نوستریا شد.[۳] این موضوع به دشمنی زیگبرت با برادرش انجامید.[۱]زیگبرت در ۵۶۷ با برون هیلدا، دختر پادشاه اوستروگوت‌ها آتاناگیلد ازدواج کرد[۴] و شیلپریک نیز در ۵۶۸ پس از جداشدن از همسر اولش با گالسوینتا، خواهر برون هیلدا ازدواج نمود. اما چندی نگذشت که او گالسوینتا را کشت و بی‌درنگ معشوقه‌اش فردگوند را به همسری خود درآورد.[۳] این عمل شیلپریک باعث افزایش تنفر بین دو طرف شد و زیگبرت که از ابتدا نیز روابط خوبی با برادرش نداشت با تحریک برون هیلدا و به بهانهٔ خونخواهی خواهرزنش وارد جنگی داخلی با شیلپریک شد. او ذر طول جنگ توانست برادرش را شکست داده و بیشتر قلمرو او را در اختیار خود گیرد.[۱] شیلپریک همراه با خانواده‌اش در تورنه پنهان شد و زیگبرت تا روان نیز پیش رفت. او درصدد بود تا این شهرها را نابود سازد اما با دخالت زیردستانش منصرف شده و به پاریس بازگشت. در آنجا برون هیلدا و فرزندانش نیز به او پیوستند. در این زمان فرانک‌های تحت امر شیلپریک با فرستادن هیأتی به پیش زیگبرت از آمادگی خود برای پذیرش پادشاهی او به‌جای شیلپریک خبر دادند.[۲],Persian
این روستا در دهستان رضامحله قرار دارد و براساس سرشماری مرکز آمار ایران در سال ۱۳۸۵، جمعیت آن ۳۹ نفر (۱۴خانوار) بوده‌است.,Persian
«من گرسنه‌ام، من تشنه» ماجرای زنی به نام «سوتو» را بیان می‌کند که با فرزندان خود در روستای آل‌پانتانو و بر روی تپه‌ای به نام تپه بزها زندگی می‌کنند، اما چون شهر گسترش یافته، به روستا نزدیک شده است. مرد ثروتمندی مادر سوتو را وادار به فروش مزرعه‌اش می‌کند و مادر سوتو بین ماندن در روستاها و مهاجرت به شهر سرگردان مانده است.[۲],Persian
رخشندهٔ اعتصامی (۲۵ اسفند ۱۲۸۵ – ۱۵ فروردین ۱۳۲۰) معروف به پروین اعتصامی، شاعر ایرانی است که به عنوان «پرآوازه‌ترین شاعر زن ایران» از او یاد شده‌است. پروین از کودکی فارسی، انگلیسی و عربی را نزد پدرش آموخت و از همان کودکی زیر نظر پدرش و استادانی چون دهخدا و ملک‌الشعراء بهار سرودن شعر را آغاز کرد. پدر وی یوسف اعتصامی آشتیانی، از شاعران و مترجمان دوران خود بود که در شکل‌گیری زندگی هنری پروین و کشف توانایی‌ها، و ذوق و گرایش وی به سرودن شعر نقش مهمی داشت. او در بیست و هشت سالگی ازدواج کرد، اما به دلیل اختلاف فکری با همسرش، پس از چندی از او جدا شد. پروین پس از جدایی، برای مدتی در کتاب‌خانهٔ دانشسرای عالی تهران به شغل کتابداری به کار پرداخت. پروین پیش از چاپ دومین نوبت از دیوان اشعارش، بر اثر بیماری حصبه در سی و پنج سالگی در تهران درگذشت و در حرم فاطمه معصومه، در آرامگاه خانوادگی‌اش، به خاک سپرده شد. زادروز پروین (بیست و پنجم اسفندماه)، «روز بزرگ‌داشت پروین اعتصامی» نام‌گذاری شده‌است.تنها اثر چاپ و منتشر شده از پروین، دیوان اشعار اوست، که دارای ۶۰۶ شعر شامل اشعاری در قالب‌های مثنوی، قطعه و قصیده است. پروین بیشتر به دلیل به کار بردن سبک شعریِ مناظره در شعرهایش معروف است. شعرهای پروین پیش از چاپ به صورت مجموعه و کتاب، در مجلهٔ بهار و منتخبات آثار از ضیاء هشترودی و امثال و حکم از دهخدا، چاپ می‌شدند. موفقیت اولین چاپ دیوان اشعار او سبب پیدایش زمینه برای چاپ‌های بعدی شعرهای او شد.,Persian
از فیلم‌ها یا برنامه‌های تلویزیونی که وی در آن نقش داشته‌است می‌توان به مسابقه سرعت، دراگونبال اوولوشن اشاره کرد.,Persian
وی از سال ۱۹۷۴ تا ۱۹۸۳ در تیم ملی فوتبال کویت بازی انجام داده است و عضو این تیم در جام جهانی فوتبال ۱۹۸۲ بوده است.,Persian
اندازه:تا ۵۰ سانتیمترهم می‌رسد ولی معمولاً ۳۰سانتیمتردرازا دارد.مشخصات: ارتفاع بدن بیشتر از طول سر، فضای بین چشمی نسبتاً بر آمده و پوزه تقریباً مستقیم می‌باشد. روی خط جانبی دارای ۴۵-۵۰ عدد فلس، بین خط جانبی و ششمین خار باله پشتی ۶عدد فلس، باله پشتی دارای ۱۰ شعاع سخت و ۹ شعاع نرم وباله مخرجی دارای ۳ شعاع سخت و ۸ شعاع نرم است. لبه سرپوش آبششی و قاعده باله سینه‌ای سرخ روشن، دندانهای بخش کناری عقب آرواره در بالغینشامل تعدادزیادی دندان آسیایی است. رنگ بدن در پشت سبز-خاکستری است که در شکم روشن تر شده وتا نقره‌ای می‌رسد.,Persian
اودین ۰٫۹۶ کیلومترمربع مساحت و ۱۰۶ نفر جمعیت دارد و ۳۶۹ متر بالاتر از سطح دریا واقع شده‌است.,Persian
"خطای لوآ: bad argument #1 to 'gsub' (string expected, got nil).",Persian
شهریار متحد و از قوم و خویشان قابوس زیاری بود. او پس از شکست قابوس در برابر آل بویه، در ۳۷۱ هجری حکومت خود بر هزارجریب را از دست داد. شهریار پس از هجده سال صبر، به همراه قابوس مجدداً به گرگان آمد و در سال ۳۸۸ هجری موفق به بازپس‌گیری ملک موروثی خود شد. شهریار پس از شکست قابوس در برابر مجدالدوله دیلمی نزد منوچهر پسر قابوس که در جبههٔ حریف می‌جنگید پناه گرفت. نهایتاً میان قابوس و شهریار جدایی افتاده و قابوس او را به محبس انداخته و در سال ۳۹۷ هجری شهریار بر اثر شکنجه در زندان کشته شد.[۲] البته طبق گزارشی دیگر شهریار سوم در سال ۱۰۰۰ میلادی، پس از فرار به ری درگذشته.[۳]ابوالقاسم فردوسی، شاعر مشهور ایرانی، پس از آن که شاهنامه را به سلطان محمود غزنوی ارائه کرد و صله‌ای دریافت نکرد، نزد اسپهبد شهریار آمده و کتاب را پیشکش او کرد ولی شهریار از بیم سلطان شاهنامه را نپذیرفت و از فردوسی تقاضا کرد هجونامه‌ای که علیه سلطان محمود نوشته را به مبلغ صد هزار درهم به او دهد تا از بین ببرد که فردوسی پذیرفت.[۴],Persian
http://en.wikipedia.org/wiki/West_Kalimantan,Persian
"ایالت کوئینزلند 22.5 درصد از قاره استرالیا را می پوشاند. مساحت آن 1,730,648 کیلومتر مربع است که دومین ایالت وسیع استرالیا محسوب می شود. [۱] طول خط ساحلی سرزمین اصلی کوئینزلند (بدوناحتساب جزایر) برابر با ۶٬۹۷۳ کیلومتر (۴٬۳۳۳ مایل)کیلومتر (4,333 mi) است و مجموع طول سواحل این ایالت نیز  ۶٬۳۷۴ کیلومتر (۳٬۹۶۱ مایل) است.[۲] دیواره بزرگ مرجانی از ویژگی‌های منحصر به فرد کوئینزلند است. [۱] مهم توریستی drawcard. این مدار راس جدی این ایالت را به دو نیمه شمالی و جنوبی تقسیم می‌کند.9 منطقه عمده جغرافیایی در وکوئینزلند وجود دارد:",Persian
دفری در رومبک بلژیک زاده‌شد و فعالیت حرفه‌ای خود را در سال ۱۹۰۹ آغاز کرد. در همان سال برای نخستین بار در تور دو فرانس شرکت کرد؛ ولی در مرحلهٔ دوم کناره‌گیری کرد. در سال بعد، برندهٔ مسابقهٔ قهرمانی فلاندر شد و در سال ۱۹۱۱ فاتح مسابقات قهرمانی استقامت جادهٔ بلژیک شد.دفری سال ۱۹۱۲ را با قهرمانی در تور بلژیک آغاز کرد. او توانست در چهار مرحلهٔ تور نیز پیروز شود. پس از آن، وارد تور دو فرانس شد. تور دو فرانس ۱۹۱۲ آخرین دوره‌ای بود که برای رده‌بندی رکابزنان از سیستم امتیازی استفاده می‌شد.[۱] با پیروزی در مرحلهٔ دوم، دفری به رتبهٔ دوم رده‌بندی اصلی رسید و با دوم شدن در مرحلهٔ بعدی، رهبری تور را به دست گرفت. پیروزی در مرحله‌های ۷ و ۹ برتری دفری را تثبیت کرد و در پایان تور، توانست عنوان قهرمانی را به دست آورد. در سال ۱۹۱۳ نیز برندهٔ میلان–سانرمو شد. در تور دو فرانس نیز رهبری مسابقه را برای ۴ مرحله در دست داشت؛ ولی آن را در مرحلهٔ ۷ به مارسل بویسه داد.,Persian
شهر لوگو (امیلیا-رومانیا) خواهرخواندهٔ نروسا دلا باتالیا هست.,Persian
شهر اوبرنزل خواهرخواندهٔ آشاخ آندر دنو هست.,Persian
این روستا در دهستان دشت ارژن قرار دارد و براساس سرشماری مرکز آمار ایران در سال ۱۳۸۵، جمعیت آن ۱۳۶ نفر (۳۲خانوار) بوده‌است.,Persian
وی در مسابقات کشوری و بین‌المللی در مجموع برندهٔ ۱ مدال طلا، ۳ مدال برنز شده‌است.,Persian
این پدیده درخششی است که در هوای توفانی و مرطوب، پیرامون صخره‌های بلند و نوک تیز، دیده می‌شود. بر طبق یک اصل فیزیکی، بارهای الکتریکی در نوک اجسام جمع می‌شوند. این بارها مولکولها و یونهای موجود در هوا را به سوی خود می‌کشند. این بارهای الکتریکی موجب تخلیه الکتریکی می‌شوند که با نور و درخشش همراه است. دریانوردان اروپایی در سده پانزدهم به بعد، نام این پدیده را آتش سنت المو نهاده‌اند. نام این پدیده، از سنت المو، حامی معنوی ملوانان گرفته شده‌است.,Persian
این روستا در دهستان ریوند قرار دارد و براساس سرشماری مرکز آمار ایران در سال ۱۳۸۵، جمعیت آن ۴۶۳ نفر (۱۲۰خانوار) بوده‌است.[۱],Persian
تمامی محتوای ویکی‌خبر تحت مجوز مستندات آزاد انتشار می‌یابد. به منظور گزارش‌دهی منصفانه و بی‌طرف، خبرهای ویکی‌خبر از یک آخرین خبر نوشته می‌شوند.ویکی‌خبر در ژانویه٬۲۰۰۳ به وجود آمد و در دسامبر٬۲۰۰۴ زبان‌های زیر به آن اضافه شدند: آلمانی، فرانسوی، اسپانیایی، سوئدی، بلغاری، لهستانی، پرتغالی، رومانیایی، اوکراینی، ایتالیایی، صربی، ژاپنی، روسی، عبری، عربی، تایلندی، نروژی، و چینی,Persian
در رتبه‌بندی ۲۰۱۳ شانگهای دانشگاه‌های جهان این دانشگاه حائز رتبه اول در هلند و رتبه ۱۳ام در اروپا شد.http://en.wikipedia.org/w/index.php?title=Utrecht_University&oldid=464633162,Persian
چهارضلعی‌ها برحسب زوایای داخلی، سادگی و پیچیدگی، توازی اضلاع و مواردی دیگر به گروه‌های مختلفی تقسیم می‌شوند. مربع، مستطیل، لوزی، ذوزنقه و متوازی‌الأضلاع همگی انواعی از چهارضلعی‌های ساده و محدب هستند.CA.DB = CB.DA + CD.BA,Persian
این انیمیشن توانست در اروپا محبوبیت انیمیشن‌های داستان آلپ: آنت من (۱۹۸۳) و پرنسس سارا (۱۹۸۵) را به دست آورد و در کشورهای اسپانیا، ایتالیا، آلمان و فرانسه توانست حتی نصف محبوبیت انیمیشن‌های هایدی، دختر آلپ (۱۹۷۴) و زنان کوچک (۱۹۸۷) که در آن کشورها پخش شده بودند را به دست آورد.با اینکه روایت این انیمیشن در کشور فنلاند بود اما حتی در این کشور پخش نشد و برای کودکان فنلاندی ناشناخته ماند. پخش این انیمیشن از ۸ ژانویه ۱۹۸۴ در شبکه فوجی تلویژن آغاز شده و تا ۲۳ دسامبر ۱۹۸۴ ادامه داشته‌است.,Persian
مشارکت‌کنندگان ویکی‌پدیا. «Water polo at the 1908 Summer Olympics». در دانشنامهٔ ویکی‌پدیای انگلیسی، بازبینی‌شده در ۷ اوت ۲۰۱۳.,Persian
از باشگاه‌هایی که در آن بازی کرده‌است می‌توان به باشگاه فوتبال موناکو، باشگاه فوتبال سوشو، باشگاه فوتبال بوردو، باشگاه فوتبال آنژه، و باشگاه فوتبال نیس اشاره کرد.وی همچنین در تیم ملی فوتبال فرانسه بازی کرده‌است.,Persian
او با فلورانس ولکات ژاکیث ازدواج کرد و پدر ویرجینیا کولز بود.[۲]ترجمه فارسی کتابش تحت عنوان غلبه بر ترس و خستگی برنده جایزه کتاب سال سلطنتی در سال ۱۳۳۸ شد.,Persian
"اهالی چاغی بلوچ‌های نوتی زهی می‌باشند، اما بعدها سنجرانی‌های بلوچ که از اهالی افغانستان هستند به دالبندین می‌آیند تا در آنجا ساکن شوند که نوتی‌زهی‌ها مانع سکونت‌شان می‌شوند، ازاین‌رو به چاغی می‌آیند و در آنجا سکونت می‌کنند و سالیان بر منطقه حکومت می‌کنند. سرانجام طایفه نوتی زهی شکست سختی به نیروهای انگلستان در این منطقه می‌دهند و این منطقه را از وجود خائنان و مزدوران انگلیس پاکسازی می‌کنند. از تاریخ باستانی این بخش آگاهی‌های چندانی در دست نیست. بازماندهٔ بناهایی که می‌نماید آتشکده بوده باشند و نیز باقی‌مانده‌ای از قنات‌های کهن در اینجا دیده شده‌است. از ۱۸۹۶ این منطقه به صورت یک بخش در پاکستان درآمد. تنها زیرمجموعهٔ چاغی، نوشکی می‌باشد. مردمان این منطقه بلوچ‌اند ولی پیرامون ۵۳ هزارتن پناهندهٔ افغانستانی نیز در آنجا می‌زیند.Wikipedia contributors, ""Chaghi District,"" Wikipedia, The Free Encyclopedia, http://en.wikipedia.org/w/index.php?title=Chaghi_District&oldid=646606372 (accessed March 12, 2015).",Persian
پراکتیسیسم عبارت است از درک یکجانبه رابطهٔ تئوری و پراتیک. در واقع مطلق کردن پراتیک در دیالکتیک پراتیک و تئوری، و هیچ انگاشتن تئوری. پراکتیسیسم فقط نتایج بی‌واسطه کردوکار عملی انسان‌ها را در نظر می‌گیرد، استقلال نسبی تئوری را نادیده می‌گیرد و ارزش گران‌بهای تئوری را در پیش‌بینی عواقب کردوکار عملی و نقش راهنمای آن را برای پراتیک بفراموشی می‌سپارد. پراکتیسیسم گسترش تئوری را به «لزوم عملی بی‌واسطه آن» وابسته و موکول می‌سازد. رابطه منفی پراکتی‌سیسم نسبت به تئوری، باعث وابستگی آن به مولفه‌های گذرا، موقتی و تصادفی می‌شود. در واقع پراکتیسیسم از درک دورنمای عام توسعه عاجز می‌ماند.,Persian
این روستا در دهستان مارگان قرار دارد و براساس سرشماری مرکز آمار ایران در سال ۱۳۸۵، جمعیت آن ۲۹۲ نفر (۵۸خانوار) بوده‌است.,Persian
حکام خلفا نیز به رسم گاوبارگان سکه می‌زدند و اگر هم نام خود را بر آن نمی‌نهادند باز چهرهٔ خسرو دوم را با عبارت «افزود» به جای نام به کار می‌بردند.[۱]پس از سقوط دولت ساسانی و کشته شدن یزدگرد سوم در مرو، در سال ۶۵۲ میلادی ضرب سکه‌های ساسانی در شمال ایران به وسیله یکی از خاندان‌های بزرگ محلی به نام گاوبارگان ادامه یافت. آنان از نسل جاماسپ پادشاه ساسانی بودند که بین سال‌های ۴۸۹–۵۰۱ بر ایران حکومت می‌کرد. این سلسله به مدت ۱۱۹ سال (۶۴۲–۷۶۱ میلادی) بر تبرستان حکومت می‌کرد. نخستین فرمانروای این سلسله ملقب به گیل ملقب به «گاوباره» بود که بر رویان و گیلان فرمان می‌راند و ادعا می‌کرد که فرمانروایی آن خطه را یزدگرد سوم به او داده‌است پس از گیل فرزندش دابویه جانشین او گردید و سپس فرخان، دازمهر و اسپهبد خورشید به ترتیب حکومت کردند. از گیل و دابویه هنوز سکه‌ای یافت نشده، احتمال دارد که ضرب سکه از زمان فرخان آغاز شده باشد. از فرخان، دازمهر و خورشید سکه‌های زیبا و متعددی در دست است.[۲],Persian
