ID,Category
بهمن مقصودلو کارگردان ،نویسنده و پژوهشگر ایرانی که پژوهش‌هایش بیشتر بر سینمای قبل از انقلاب متمرکز است، این بار به سراغ یکی از مهم‌ترین کارگردان‌های سینما و تئاتر ایران، بهرام بیضایی، رفته است.,Persian
 ,Persian
وضعیت سرمربی‌گری تیم ملی فوتبال ایران پس جدایی مارک ویلموتس از این سمت همچنان نامعلوم است. در گفت‌وگو با بهتاش فریبا، آقای گل جام ملت‌های آسیا ۱۹۸۰، به بررسی این موضوع و گزینه‌های احتمالی آن پرداخته‌ایم.,Persian
"قطعه ""تو را کم دارم"" با صدای پرستو صابری را در پادکست این هفته ""آواهای کم شنیده از دیروز تا امروز"" بشنوید. این قطعه با شعری از محمدعلی شیرازی و آهنگسازی جواد لشگری را برای نخستین بار کوروس سرهنگ‌زاده خوانده بود.",Persian
 ,Persian
سعید ملایی، قهرمان جودوی جهان پس از پناهندگی در آلمان، با پذیرفتن تابعیت کشور مغولستان، از این پس برای تیم ملی مغولستان به میدان خواهد رفت. در گفت‌وگو با وحید سرلک، به بررسی علل این تصمیم سعید ملایی پرداخته‌ایم.,Persian
"اعتراضات اخیر مردم ایران به افزایش قیمت بنزین و سرکوب معترضان سرانجام سکوت سلبریتی‌های ورزش ایران را هم شکست. همبستگی قهرمانان ورزش ایران با مردم در مبارزه با سرکوب و خشونت این بار به سطح جدیدی رسیده است.
",Persian
بایرن مونیخ در هفته ۱۳ بوندس‌لیگا متحمل شکستی خانگی شد. بوروسیا مونشن‌گلادباخ با پیروزی بر فرایبورگ بار دیگر صدرنشین شد. بایر لورکوزن، بوروسیا دورتموند، وردر برمن، شالکه و لایپزیگ از برندگان این هفته بودند.,Persian
شاخ توچال، دستور عجیب خامنه‌ای به سردار فدوی، طرفدار نظام منتقد دولت، وارونگی هوا و کار در استرالیا، گزارشگر صدا و سیما و مشکل نور در مجلس و تصاویر دستچین دیگری از رویدادهای این روزهای ایران که باید می‌دیدید.,Persian
مادر پویا بختیاری به دویچه‌وله می‌گوید پسرش نه به خاطر غم نان که برای دفاع از حق مردم به خیابان رفت.,Persian
"در پادکست این هفته ""آواهای کم شنیده از دیروز تا امروز"" ترانه مادر و دختر را برایتان انتخاب کرده‌ایم که واقعا از سوی یک مادر و دختر، شیدا و بهشته کاشفی خوانده شده است. در این برنامه از بهشته، خواننده قدیمی که در دهه ۱۳۳۰ در برنامه کودک می‌خواند، گفته‌ایم. ",Persian
تینا ترنر، خواننده پرآوازه موسیقی پاپ بانویی سرزنده است که داستان زندگی سخت و پرمشقت‌ او بی‌شباهت به صدای استثنایی و پر قدرتش نیست. بیش از ۱۸۰ میلیون آلبوم موسیقی از تینا ترنر در دوران فعالیتش فروخته شده است.,Persian
بهرنگ رهبری، خبرنگار، در کانادا گزارشی اختصاصی از تظاهرات ایرانیان ساکن شهر تورنتو در حمایت از معترضان در ایران را برای دویچه وله فرستاده است.,Persian
بوروسیا مونشن‌گلاباخ،‌ صدرنشین بوندس‌لیگا در هفته ۱۲ شکستی تلخ را مقابل اونیون برلین تجربه کرد. بایرن مونیخ با پیروزی ۴ بر صفر در خانه دوسلدورف سه امتیاز به دست آورد. ماینتس در خانه هوفن‌هایم ۵ بر یک پیروز شد.,Persian
"میدان بزرگ نفتی و طعنه به خامنه‌ای، سنجاب دره مراد بیگ و ممنوع شدن کتاب‌های هراری، حکایت ""بانک‌های سوخته""، ساندیس روز جمعه و تصاویر دستچین دیگری از رویدادهای این روزهای ایران که باید می‌دیدید.",Persian
"در پادکست این هفته ""آواهای کم شنیده از دیروز تا امروز"" قطعه بداهه‌ای با ساز قانون که ملیحه سعیدی آن را نواخته است، می‌شنوید. ملیحه سعیدی از نوازندگان به‌نام ساز قانون در ایران و مبتکر نواختن این ساز با شیوه ۱۰ انگشت است. ",Persian
مسابقات جام جهانی کشتی فرنگی که قرار است از روز هفتم آذرماه (۲۸ نوامبر) با میزبانی تهران برگزار شود، در پی وضعیت شدید بحرانی در ایران در آستانه لغو قرار گرفته است. گفت‌وگو در این باره با کارشناس کشتی مهدی جعفری گرزینی.,Persian
در حالی که سازمان عفو بین‌الملل شمار کشته‌شدگان اعتراضات ایران را دست کم ۱۰۶ نفر دانسته، هنوز آمار دقیقی در این زمینه در دست نیست. با آنکه مقامات رسمی تنها از کشته شدن سه نفر سخن می‌گویند برخی فعالان و نهادهای مدافع حقوق بشر شمار جان‌باختگان را بسیار بیشتر می‌دانند.,Persian
محمود تجلی‌مهر، کارشناس مخابرات در آلمان می‌گوید دو راهکار عملی برای ارتباط با اینترنت از داخل ایران وجود دارد. او پیشنهاد می‌کند سراغ مودم‌های قدیمی بروید و با کمک افرادی که به شیوه نصب آنها آشنا هستند با مودم به اینترنت وصل شوید. ,Persian
"نمایشگاه هوایی دوبی در سال ۲۰۱۹ به تازگی درهای خود را به روی بازدیدکنندگان باز کرد. پیش‌بینی می‌شود صنعت هوایی با رکود مواجه شود.
",Persian
یک تحلیلگر مسایل سیاسی از تهران می‌گوید علیرغم حضور سنگین نیروهای امنیتی در خیابان‌ها، حکومت مانند سال ۹۶ به سادگی جان سالم به در نمی‌برد. امکان ادامه اعتراضات زیاد است. احتمالا جمهوری اسلامی ناچار به عقب‌نشینی می‌شود. ,Persian
"علی خامنه‌ای کشته شدن ""تعدادی"" در ناآرامی‌های اخیر در ایران در پی افزایش قیمت بنزین را تایید کرد. با دستور مقامات امنیتی دسترسی به اینترنت در ایران قطع شد. رسانه‌های داخلی از پوشش اعتراضات مردمی منع شدند. همچنین خبرگزاری ""فارس"" از دستگیری هزار نفر از معترضان خبر داد.",Persian
"فرماندار سیرجان کشته شدن یک نفر در ناآرامی‌های این شهر در پی افزایش قیمت بنزین را تایید کرد. روز شنبه ۲۵ آبان در شهرهای مختلف ایران علیه گران شدن و سهمیه‌بندی بنزین تظاهرات برگزار شد. در برخی شهرها ماموران امنیتی معترضان را با خشونت سرکوب کردند.
",Persian
"سخنگوی دولت با کاپشن آمریکایی، مستند پورن استار ""ایکسونامی""، بهنوش طباطبایی با گریم مری پاپینز، افتتاح پیست توچال، تنبورنوازان دالاهو و تصاویر دست​چین دیگری از رویدادهای این روزهای ایران که باید می‌دیدید.",Persian
تیم ملی فوتبال ایران با ۲ شکست در برابر تیم‌های ملی عراق و بحرین در مقدماتی جام جهانی ۲۰۲۲، در بحرانی‌ترین دوران خود در طول ۱۰ سال اخیر قرار گرفته است. گفت‌وگو با کارشناس فوتبال ایران کوروش بازیار درباره پیامد این ناکامی‌ها.,Persian
تیم ملی فوتبال ایران با شکست ۲ بر ۱ در برابر تیم عراق، کار صعود خود به جام جهانی ۲۰۲۲ قطر را دشوار کرد. امیر هاشمی مقدم، مربی فوتبال در هلند، در گفت‌وگو با دویچه وله فارسی اشاره می‌کند که این ناکامی قابل انتظار بوده است.,Persian
"در پادکست این هفته ""آواهای کم شنیده از دیروز تا امروز"" از ناصر رستگار‌نژاد، آهنگساز و ترانه‌سرا گفته‌ایم. ناصر رستگار‌نژاد خالق ترانه‌های ماندگاری هم‌چون مهتاب، شانه و رقیب است.",Persian
حمید نوری کیست؟ چرا بارها به آلمان سفر کرده است؟ اتهامات کنونی او در سوئد چیست و آیا دادگاه سوئد صلاحیت رسیدگی به این پرونده را دارد؟ کاوه موسوی در گفت‌وگو با دویچه‌وله به این پرسش‌ها پاسخ داده است.,Persian
پس از تعلیق جودوی ایران از سوی فدراسیون جهانی جودو به علت خودداری از انجام مسابقه با حریفان اسرائیلی، حالا کشتی و همچنین شطرنج ایران نیز به همین دلیل در آستانه تعلیق و تحریم قرار گرفته‌اند.,Persian
در حساس‌ترین پیکار هفته یازدهم بوندس‌لیگا سرخ‌پوش‌های بایرن مونیخ توانستند با نتیجه ۴ بر صفر بوروسیا دورتموند را در هم کوبند. مونشن‌گلادباخ با پیروزی بر وردر برمن از صدرنشینی خود دفاع کرد.,Persian
زیلکه اورفال و ایلونا زِبِر سال‌ها تحت نظر وزارت امنیت آلمان شرقی (اشتازی) بودند. آنها برای مسافرت، مجوز خروج از کشور درخواست کرده بودند. ناگهان زندگی خصوصی و کاری‌شان دگرگون شد. برای آنها پرونده تشکیل دادند و لحظه به لحظه زندگی‌شان را ثبت می‌کردند. از همه ناخوشایندتر اما بازجویی‌های توهین‌آمیز بود.,Persian
"خودنمایی مشروب وطنی در مقابل رقبای خارجی، در سایه روحانیت، „the Imam of Time“، واژه‌ غلط‌ انداز ""خانه مجردی""، دختران مکانیک، تصاویر دست​چین دیگری از رویدادهای این روزهای ایران که باید می‌دیدید.",Persian
از سال ۱۹۶۱ تا ۱۹۸۹ دیوار برلین نه تنها یک شهر، بلکه جهان را به دو بخش تقسیم کرده بود. اکنون ۳۰ سال از فروریزی نماد جنگ سرد می‌گذرد. با فروریزی این دیوار تاریخی در سال ۱۹۸۹ راه وحدت دو آلمان گشوده شد.,Persian
لحظه‌ای بزرگ در تاریخ آلمان: گونتر شابوفسکی در نهم نوامبر سال ۱۹۸۹ پس از پایان یک کنفرانس خبری در برلین شرقی سندی را خواند که بر مبنای آن مرزهای آلمان شرقی برای شهروندان این کشور به طور موقت باز می‌شدند.,Persian
"صدای سپیده جندقی را در پادکست این هفته ""آواهای کم شنیده از دیروز تا امروز"" بشنوید که قطعه ""ماه مطرب"" از او را برایتان انتخاب کرده‌ایم. سپیده جندقی همراه با گروه ""همایون"" در ماه نوامبر در برخی شهرهای آلمان روی صحنه خواهد رفت. ",Persian
"دومین شب از فستیوال ""دروازه تهران"" در شهر کلن برگزار شد. گروهی از موزیسین‌های مستقل داخل ایران و موزیسین‌های ایرانی خارج کشور در این فستیوال شرکت کردند. هدف بنیان‌گذاران این فستیوال نشان دادن جنس دیگری از هنر، موسیقی و فعالیت‌های موسیقیایی ایرانی است.",Persian
"در جامعه محافظه‌کار، سنتی و مردسالار پاکستان دختران اغلب به آموزش دسترسی ندارند و تبعیض جنسیتی امری رایج است. ثمر مینالاه، کنشگر اجتماعی، برای ایجاد تغییر در این زمینه دست به کار شده است. او از ""کامیون‌نگاری"" استفاده می‌کند تا حساسیت جامعه نسبت به لزوم تقویت حقوق زنان را برانگیزد.",Persian
اخراج نیکو کواچ از سمت سرمربی‌گری بایرن مونیخ، نخستین تعویض یک سرمربی در فصل جاری فوتبال بوندس لیگای آلمان است. علیرضا مرزبان، مربی فوتبال در آلمان و ایران، در گفت‌وگو با دویچه وله فارسی از علل ناکامی کواچ می‌گوید.,Persian
دست‌اندرکاران باشگاه بایرن مونیخ در پی برکناری نیکو کواچ سخت در پی یافتن سرمربی‌ جدیدی هستند که سکان هدایت تیم را بر عهده گیرد. بازار گمانه‌زنی‌ها در باره سرمربی جدید بایرن مونیخ حسابی داغ است.,Persian
تصاویری از ایران. با آنکه بخش ویژه‌ای در فستیوال فیلم‌ لایپزیگ به نمایش فیلم‌های ایرانی اختصاص داده نشده بود، اما آثار فیلمسازان ایرانی به جشنواره جلوه‌ای خاص بخشیده و نقطه اوج آن بودند. ,Persian
"تئاتر ""اگر که عشق گناه است""؛ اجرایی موسیقایی از اشعار شاعران زن به کارگردانی نیلوفر بیضایی در شهر کلن آلمان به روی صحنه رفت. گزارشی شنیداری از این نمایش را همراه با قطعاتی از اجرا و مصاحبه با کارگردان آن بشنوید.",Persian
"نمایش ""اگر که عشق گناه است"" به کارگردانی نیلوفر بیضایی در شهر کلن آلمان به اجرا درآمد.",Persian
"گروهی از موزیسین‌های مستقل داخل ایران و موزیسین‌های ایرانی خارج کشور در فستیوال ""دروازه تهران"" در برلین روی صحنه رفتند و در کلن نیز برنامه خواهند داشت. هدف از برگزاری این فستیوال معرفی موزیسین‌های مستقل داخل ایران است.",Persian
بایرن مونیخ در هفته دهم بوندس‌لیگا ۵ بر یک از آینتراخت فرانکفورت شکست خورد. لایپزیگ تیم ماینتس را ۸ بر صفر مغلوب کرد. مونشن‌گلادباخ با شکست لورکوزن از صدرنشینی خود دفاع کرد. دورتموند نیز از سد ولفسبورگ گذشت.,Persian
"در پادکست این هفته ""آواهای کم شنیده از دیروز تا امروز"" از حسین دهلوی گفته‌ایم. از میان قطعات بسیار ماندگاری که ساخته بود، ""سبکبال"" را انتخاب کرده‌ایم و هومن خلعتبری نیز از کتاب ""پیوند شعر و موسیقی آوازی"" از مهم‌ترین آثار حسین دهلوی گفته است.",Persian
بوروسیا مونشن‌گلادباخ توانست با پیروزی بر آینتراخت فرانکفورت بار دیگر صدر جدول را فتح کند. دوئل رقیبان دیرینه، شالکه و بوروسیا دورتموند در هفته ۹ بوندس‌لیگا با تساوی پایان یافت. پادربورن اولین پیروزی خود را جشن گرفت.,Persian
"ابوبکر بغدادی، رهبر گروه ""دولت اسلامی"" یکی از ""خطرناک‌ترین تروریست‌های جهان"" شناخته می‌شد. حال به گفته دونالد ترامپ، رئیس‌جمهوری آمریکا، بغدادی در شمال غربی سوریه در یک عملیات ضربتی کشته شده است.",Persian
بسیاری از عکاسان خارجی از شاه و خانواده سلطنتی ایران عکس گرفته‌اند که به آرشیو خبرگزاری‌ها سپرده شده‌اند. به مناسبت صدمین زادروز محمدرضا شاه پهلوی می‌توانید عکس‌هایی استثنایی از آرشیو خبرگزاری آلمان را در اینجا ببیند:,Persian
"پلاک مخدوش، دردسر حجاب زیادی در دادگاه، ""سلامتی پدری که ساقی نبود""، ""ای کاش نیوتون زنده بود""، مبارزه انتخاباتی در مدرسه و تصاویر دستچین دیگری از رویدادهای این روزهای ایران که باید می‌دیدید.",Persian
پادشاه عربستان وزیر خارجه این کشور را برکنار و &nbsp;یک شاهزاده از خاندان حاکم را به عنوان وزیر خارجه منصوب کرده است. افشین شاهی کارشناس مسائل خاورمیانه معتقد است ولیعهد عربستان خواستار این تغییر بوده است. ,Persian
"قطعه ""هم‌پروازان"" با نوای کمانچه میثاق جولایی را در پادکست این هفته ""آواهای کم شنیده از دیروز تا امروز""می‌شنوید. این قطعه در آلبومی به نام ""هر کجا باشم"" متاثر از حوادث سال ۱۳۸۸ ساخته شده است.",Persian
تیم ملی هندبال ایران با پیروزی در برابر تیم کره جنوبی، شکست مقابل تیم بحرین و مساوی با تیم کویت در مسابقات انتخابی المپیک از صعود بازماند. گفت و گو با مجید کلاه دوزان داور بین‌المللی هندبال از محل برگزاری مسابقات در قطر.,Persian
نمایشگاه بین‌المللی کتاب فرانکفورت مهم‌ترین مکان برای عرضه ادبیات و خرید و فروش حق نشر و ترجمه برای هر کشوری است. با این حال در غرفه ایران امسال از ناشران مستقل خبر زیادی نبود. دویچه‌وله علت را از محمود آموزگار، نایب رئیس اتحادیه ناشران تهران، پرسیده است. ,Persian
از امروز سه‌شنبه ۳۰ مهر ژاپن امپراتوری تازه دارد: ناروهیتو ۵۹ ساله در جشنی باشکوه با حضور ۲۰۰۰ مهمان بین‌المللی بر تخت سلطنت نشست. آخرین امپراتور ژاپن مردی تحصیل‌کرده و مدرن است، هرچند بر سنتی هزاران ساله تکیه دارد.,Persian
هواداران شاه عبدل اللطیف بِتایی در پاکستان امسال هم برای تأکید بر پیام او در آرامگاهش جمع شدند. شاه عبدل اللطیف بزرگترین شاعر صوفی و موسیقی‌دان در زبان سِندی برشمرده می‌شود. هوادارانش او را حامی پیام عشق و سازگاری می‌دانند. اشعار شاه لطیف با اشعار مولانا، شاعر سرشناس ایرانی مقایسه می‌شوند.,Persian
هفتاد و یکمین نمایشگاه بین‌المللی کتاب فرانکفورت در روزهای ۱۵ تا ۲۰ اکتبر برپا بود. اسکندر آبادی گزارشی ویدیویی از این نمایشگاه تهیه کرده است.,Persian
بوروسیا دورتموند در هفته ۸ بوندس‌لیگا در دوئلی حساس مقابل مونشن‌گلادباخ پیروز شد. بایرن مونیخ در مصاف با آگسبورگ پیروزی مسلم را از کف داد و در دقیقه ۹۰ گل تساوی را خورد. کلن مقابل پادربورن دومین پیروزی خود را تجربه کرد.,Persian
الهه احمدی از افتخارآفرینان تیراندازی زنان ایران است. وی برنده مدال طلای جام جهانی ۲۰۱۸ مونیخ است و سابقه حضور در المپیک لندن و ریو را نیز دارد. گفت‌وگو با الهه احمدی در اردوی آلمان درباره احتمال حضور وی در بوندس لیگا.,Persian
 در دورتموند نمایشگاهی از نقاشی‌ها و طراحی‌های داوود سرفراز برگزار شده است. نمایشگاهی که تا دهم نوامبر ادامه دارد فرصت آشنایی با هنرمندی است که نقاشی را نه ذوق‌آفرینی و زیبانگاری ماهرانه، بلکه راهی به سوی رهایی می‌بیند.,Persian
"رخشان بنی‌اعتماد سالهاست که درگیر پروژه مستندسازی ""کارستان"" است و به همین دلیل فیلم داستانی نساخته است. با این حال هنوز هم او را ""بانوی اردیبهشت"" سینمای ایران می‌دانند و منتظرند تا از ""زیر پوست شهر"" بگوید.",Persian
"در پادکست این هفته ""آواهای کم شنیده از دیروز تا امروز"" یکی از قدیمی‌ترین خوانندگان زن ایران به نام ایران‌الدوله را معرفی کرده‌ایم. او نخستین کسی است که ترانه جاودانه ""مرغ سحر"" را خوانده بود. در این برنامه اما ترانه ""خاله‌ رو رو"" از او را می‌شنوید.",Persian
تیم ملی ایران در سومین دیدار خود در مقدماتی جام جهانی ۲۰۲۲ با نتیجه یک بر صفر در بحرین مقابل تیم بحرین شکست خورد. مجید جلالی، مربی فوتبال در ایران، در گفت‌وگو با دویچه وله فارسی از علل ناکامی ملی‌پوشان ایران می‌گوید.,Persian
به زودی در دویستمین سال انتشار دیوان شرقی-غربی و ده سالگی خواهرخواندگی شیراز و وایمار، از یادمان حافظ - گوته در شیراز رونمایی می‌شود. مروری بر پیوند دوستی میان شهرهای ایران و آلمان از جمله ارفورت و همدان.,Persian
دست‌ساز یا آکبند؟، اخم جواد ظریف در مجلس، اعتراض به حضور زنان در استادیوم، مهارت‌های یگان ویژه، اعتراض کارگران آذرآب و تصاویر دست​چین دیگری از رویدادهای این روزهای ایران که باید می‌دیدید.,Persian
تیم ملی ایران در دومین دیدار خود در مقدماتی جام جهانی ۲۰۲۲ با نتیجه ۱۴ بر صفر در تهران مقابل تیم کامبوج پیروز شد. مینا بارانی، مربی فوتبال در اهواز، در گفت‌وگو با دویچه وله از این دیدار و حضور زنان در استادیوم می‌گوید.,Persian
امیر سرآبادانی یکی از ۳۰ مدیر ویکی‌پدیای فارسی است. با او که هم اکنون ساکن برلین است درباره چگونگی تحقیق بنیاد ویکی‌مدیا درباره ویکی‌پدیای فارسی گفت‌وگو کردیم.,Persian
نام و چهره هفت زن ایرانی محبوس در زندان، بر دیوار کوچه‌ای باریک در شهر سانفرانسیسکو نقش بسته‌ است. زنانی که&nbsp;هر یک به&nbsp;خاطر عقیده، مذهب، شغل یا فعالیت مدنی خود از حق آزادی محروم شده‌اند. ,Persian
"قطعه ""باران"" با شعری از محمدرضا شفیعی کدکنی، آهنگسازی آزاده امیری و صدای وحید تاج را در پادکست این هفته ""آواهای کم شنیده از دیروز تا امروز"" می‌شنوید. آزاده امیری، آهنگساز و نوازنده تار مهمان این هفته برنامه ماست که از مشکلات زنان در عرصه موسیقی می‌گوید.",Persian
تیم ملی والیبال ایران در ششمین دیدار خود در جام جهانی ۲۰۱۹ با نتیجه ۳ بر ۱ مقابل تیم ملی آمریکا تن به شکست داد. تیم ایران قبل از ۵ بازی پایانی، با ۲ پیروزی و ۴ باخت در رتبه نهم جدول قرار دارد. گفت‌وگو با حمیدرضا کاشانی.,Persian
به گفت پلیس مهاجمان مسلح در شهر هاله در شرق آلمان به ضرب گلوله دست‌کم دو نفر را کشته‌اند. مقامات پلیس می‌گویند یک فرد مظنون به تیراندازی دستگیر شده است.,Persian
محمد منصوری، سرمربی تیم ملی جودوی ایران به سعید ملایی در آلمان پیوسته و قصد پناهندگی در این کشور را دارد. وی در گفت‌وگوی اختصاصی با دویچه وله فارسی درباره وضعیت خود، دستور باخت های اجباری و سیستم ورزش ایران می‌گوید.,Persian
"""دیکتاتورهای مجلس""، برداشت گردو با ۶۲ کشته و زخمی، "" کفن جیب ندارد؟""، ۴۵ سالگی عادل فردوسی‌پور، هفته فیلم فنلاند، حکایت ""امشب اینجا"" و تصاویر دستچین دیگری از رویدادهای این روزهای ایران که باید می‌دیدید.",Persian
"در پادکست این هفته ""آواهای کم شنیده از دیروز تا امروز"" قطعه ""آخرین ترانه"" با آهنگسازی مجید وفادار را می‌شنوید. این ترانه که الهه آن را اجرا کرده، آخرین قطعه‌ای است که این آهنگساز نامی ایران ساخته است. ",Persian
تیم ملی والیبال ایران با شکست در برابر تیم‌های ملی روسیه و مصر، آغاز سختی در جام جهانی ۲۰۱۹ ژاپن داشته است. در پادکست ورزشی دویچه وله فارسی در گفت‌وگو با حمیدرضا کاشانی به بررسی وضعیت تیم ایران پرداخته‌ایم.,Persian
 &nbsp;قهرمانان ملی و سلبریتی‌های ورزشی در هر کشوری نقشی حساس و مهم&nbsp; در تاثیر گذاری بر افکار عمومی دارند. در ایران اما سلبریتی های ورزشی از نفوذ و تاثیر خودشان در جامعه برای مخالفت با تبعیض و حق‌کشی کمتر استفاده می‌کنند.&nbsp;,Persian
"پوشیدن لباس سنتی ""دیرندل"" (Dirndl) برای زنان آلمانی یکی از ""باید""های نانوشته این جشن است. دانستی‌هایی در مورد لباسی که آنقدر هم سنتی نیست. ",Persian
بایرن مونیخ در هفته ششم بوندس‌لیگا موفق شد صدرنشین شود. لایپزیگ نخستین شکست خود را در این فصل تجربه کرد. شالکه، مونشن‌گلادباخ، فرانکفورت، ولفسبورگ و بایر لورکوزن از تیم‌های موفق این هفته بودند.,Persian
زنان بدن‌ساز نسبت به مردان کم شمارترند و اغلب ناگزیر به مقابله با پیش‌داوری‌ها. زنان بدن‌ساز در ایران حتا باید با پدیده انزوا نیز دست و پنجه نرم کنند. اما این پیش‌داوری‌ها تاثیری بر اراده شیرین نوبهاری نداشته است.,Persian
"پویان آزاده، پیانیست و پژوهشگر موسیقی ایرانی مهمان این هفته ""آواهای کم‌شنیده از دیروز تا امروز"" است. قطعه‌ ""با یادش"" از پویان آزاده که به یاد جواد معروفی، استادش ساخته است را در این برنامه می‌شنوید.",Persian
"رضا تقی‌زاده تحلیلگر مسائل سیاسی معتقد است طرح ایران برای ""امنیت تنگه هرمز"" مورد استقبال کشورهای عربی قرار نخواهد گرفت. او در گفتگو با دویچه‌وله می‌گوید در حال حاضر، ایران خود بزرگترین خطر برای امنیت تنگه هرمز و خلیج فارس است. ",Persian
۱۸۶مین جشن اکتبر در مونیخ افتتاح شد؛ شهری که در روزهای ۲۱ سپتامبر تا ۶ اکتبر میزبان عاشقان آبجو خواهد بود. هر ساله حدود شش میلیون نفر از این جشن دیدن می‌کنند. در جشن اکتبر به‌طور متوسط ۷ میلیون لیتر آبجو مصرف می‌شود.,Persian
شبنم نعمت زاده در دادگاه، نخستین زن وزنه‌بردار ایرانی در جام جهانی، اسب نپرید، المپیک ارامنه، در بازار نوشت‌ افزار، آستارا در تصرف آزولا و تصاویر دستچین دیگری از رویدادهای این روزهای ایران که باید می‌دیدید.,Persian
چشم‌های&nbsp;گربه‌ای و پیکر خوش‌تراش‌ سوفیا لورن او را به شهرت جهانی رساندند.&nbsp;شور و سخت‌کوشی این هنرپیشه ایتالیایی احترام فیلمسازان دنیا را نسبت به او برانگیخت.&nbsp;سوفیا لورن، مظهر زیبایی ایتالیایی، ۲۰ سپتامبر ۸۵ ساله شد.,Persian
در جشنواره فیلم حقوق بشر در برلین فیلم‌هایی به نمایش درمی‌آیند که به نقض حقوق بشر می‌پردازند. فیلم‌ها همچنین درباره انسان‌هایی هستند که از خود شجاعت و قهرمانی نشان می‌دهند، انسان‌هایی با ترس‌ها، شادی‌ها و امیدهایشان.,Persian
منع سعید ملایی از رویارویی با ورزشکار اسرائیلی توسط مقامات دولتی ایران سرانجام به تعلیق جودوی ایران منجر شد. گفت و گو با وحید سرلک، سرمربی تیم جودوی تاجیکستان که شاهد جزئیات ممانعت مسئولان حکومت ایران از این رویارویی بوده است.,Persian
"قطعه ""پیک سحری"" با صدای پروین، خواننده قدیمی را در پادکست این هفته ""آواهای کم شنیده از دیروز تا امروز"" بشنوید. این قطعه با شعری از کریم فکور، از ساخته‌های همایون خرم است. پروین حدود ۱۲۰ ترانه با آهنگسازی همایون خرم خوانده است.",Persian
دورتموند در هفته ۴ بوندس‌لیگا نشان داد که از مدعیان کسب قهرمانی در این فصل است.دوئل لایپزیگ و بایرن با تساوی خاتمه یافت. برمن، آگسبورگ، مونشن‌گلادباخ، شالکه، فرایبورگ و ماینتس تیم‌های موفق این هفته بودند.,Persian
سعید عبدولی، کشتی‌گیر وزن ۸۲ کیلوگرم تیم ملی کشتی فرنگی ایران، با کسب نشان برنز، نخستین مدال کشتی فرنگی ایران را در مسابقات قهرمانی کشتی فرنگی ۲۰۱۹ جهان در قزاقستان به دست آورد. پادکست ورزشی.,Persian
"علی عظیمی، خواننده ایرانی، و گروه او شامگاه جمعه ۱۳ سپتامبر در سالن کنسرت ""یام"" در برلین روی صحنه رفتند. این اولین کنسرت از تور آلبوم جدید علی عظیمی به نام ""از عشق و شیاطین دیگر"" بود. ",Persian
در حالی که بازار بسیاری از ساعت‌سازان در جهان رو به کسادی گذاشته، صادرات ساعت‌های لوکس ساخت آلمان طی پنج سال دوبرابر شده و به ۲ میلیارد یورو رسیده است. سفری به پایتخت ساعت سازی آلمان:,Persian
"
سعید ملایی، ورزشکار ایرانی در مسابقات جهانی جودو به عمد مقابل حریف خود باخت. چون مقامات ایران نمی‌خواستند که ملایی در دور بعد با ساگی موکی از اسرائیل رو به رو شود. او در گفت‌وگوی اختصاصی با دویچه وله درباره معضلات خود به عنوان یک ورزشکار ایرانی سخن گفته است. ",Persian
"امسال در ایام عزاداری ماه محرم حضور جوانانی با ""استایل"" متفاوت باز هم جلب توجه کرد. این نوع پوشش در سال‌های اخیر به بحث‌های زیادی دامن زده است. تصاویر دست‌چینی از پوشش جوانان در ماه محرم در این گزارش:",Persian
"در پادکست این هفته ""آواهای کم شنیده از دیروز تا امروز"" سراغ موسیقی تالش رفته‌ایم. در این برنامه صدای خوننده‌ای به نام ""ریرا"" را می‌شنوید که یکی از آوازهای قدیمی تالش از قسمت خانی را بازخوانی کرده است.",Persian
تیم ملی ایران با پیروزی ۲ بر صفر مقابل تیم هنگ کنگ، نخستین گام خود را در انتخابی جام جهانی ۲۰۲۲ با کامیابی برداشت. بهتاش فریبا، آقای گل جام ملت های آسیا در سال ۱۹۸۰ در پادکست ورزشی دویچه وله فارسی از کم و کیف این دیدار می‌گوید.,Persian
در مراسم ۱۱۰ سالگی بوگاتی مدل‌های نادر و خاصی که بطور معمول در پارکینگ خانه‌های افراد مشهور و ثروتمند اروپایی آرام گرفته‌اند و کم‌تر کسی آنها را می‌بینند رژه رفتند. مولزهایم زادگاه بوگاتی در نزدیکی شهر استراسبورگ میزبان گردهمایی دوستداران بوگاتی بود.,Persian
​​​​​​​تیم ملی بسکتبال ایران با پیروزی مقابل تیم‌های ملی فیلیپین و آنگولا در مرحله دوم جام جهانی ۲۰۱۹ و همچنین به علت ناکامی تیم چین در دیدارهای خود، به عنوان بهترین تیم آسیایی به المپیک ۲۰۲۰ توکیو راه یافت. پادکست ورزشی.,Persian
"شور در ""شورینگا""، ویلموتس در مجلس ترحیم، کلاس مداحی برای کودکان، ""من و ناهید و علی، همین الان صبح بخیر""، کروکودیل‌های ملایر و تصاویر دستچین دیگری از رویدادهای این روزهای ایران که باید می‌دیدید.",Persian
"""قصر میسور"" یکی از بزرگترین و دیدنی‌ترین قصرهای هند است. مسافری از هند عکس‌های اختصاصی‌اش از این معبد را برای دویچه‌وله فرستاده است.",Persian
